name,speciesName,isActive,id,created_date,updated_date,created_by_id,created_by,is_sample
"Green","Swordtail","true","69b41486ff178518af15e87a","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Green Neon","Swordtail","true","69b41486ff178518af15e87b","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Red Brick","Swordtail","true","69b41486ff178518af15e87c","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Mix","Swordtail","true","69b41486ff178518af15e87d","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Red Mix","Swordtail","true","69b41486ff178518af15e87e","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Yellow","Swordtail","true","69b41486ff178518af15e87f","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Yellow Wagtail","Swordtail","true","69b41486ff178518af15e880","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Red Velvet","Swordtail","true","69b41486ff178518af15e881","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Golden Snow Red Eye","Swordtail","true","69b41486ff178518af15e882","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Lyrtail","Swordtail","true","69b41486ff178518af15e883","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Marble","Swordtail","true","69b41486ff178518af15e884","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Black Berlin","Swordtail","true","69b41486ff178518af15e885","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Tricolour","Swordtail","true","69b41486ff178518af15e886","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Wagtail","Swordtail","true","69b41486ff178518af15e887","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Koi","Swordtail","true","69b41486ff178518af15e888","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Orange","Swordtail","true","69b41486ff178518af15e889","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Coral","Platy","true","69b41486ff178518af15e88a","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Coral Dark Red","Platy","true","69b41486ff178518af15e88b","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Coral Red Mickey Mouse","Platy","true","69b41486ff178518af15e88c","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Coral Black","Platy","true","69b41486ff178518af15e88d","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Coral Red Wagtail","Platy","true","69b41486ff178518af15e88e","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Wagtail","Platy","true","69b41486ff178518af15e88f","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Coral Wagtail Shpits","Platy","true","69b41486ff178518af15e890","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Red Top","Platy","true","69b41486ff178518af15e891","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Sun Set Wagtail","Platy","true","69b41486ff178518af15e892","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Sun Set","Platy","true","69b41486ff178518af15e893","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Blue Mickey Mouse","Platy","true","69b41486ff178518af15e894","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Mickey Mouse","Platy","true","69b41486ff178518af15e895","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Pearl Blue","Platy","true","69b41486ff178518af15e896","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Mix","Platy","true","69b41486ff178518af15e897","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Coral Mix","Platy","true","69b41486ff178518af15e898","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Zebra","Platy","true","69b41486ff178518af15e899","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Dalmati","Platy","true","69b41486ff178518af15e89a","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Blue Mix","Platy","true","69b41486ff178518af15e89b","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Mix","Molly","true","69b41486ff178518af15e89c","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Black Lyrtail","Molly","true","69b41486ff178518af15e89d","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Black","Molly","true","69b41486ff178518af15e89e","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Leopard","Molly","true","69b41486ff178518af15e89f","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Mix Lyrtail","Molly","true","69b41486ff178518af15e8a0","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Orange","Molly","true","69b41486ff178518af15e8a1","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Silver","Molly","true","69b41486ff178518af15e8a2","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Dalmatian","Molly","true","69b41486ff178518af15e8a3","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Ancistrus","Ancistrus","true","69b41486ff178518af15e8a4","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Harlequin","Rasbora","true","69b41486ff178518af15e8a5","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Blue Cosby","Gourami","true","69b41486ff178518af15e8a6","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Pearl","Gourami","true","69b41486ff178518af15e8a7","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Gold","Gourami","true","69b41486ff178518af15e8a8","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Mix","Gourami","true","69b41486ff178518af15e8a9","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Bronze","Corydoras","true","69b41486ff178518af15e8aa","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Albino","Corydoras","true","69b41486ff178518af15e8ab","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Paleatus","Corydoras","true","69b41486ff178518af15e8ac","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Flame","Tetra","true","69b41486ff178518af15e8ad","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Flame Orange","Tetra","true","69b41486ff178518af15e8ae","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Black Neon","Tetra","true","69b41486ff178518af15e8af","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Neon","Tetra","true","69b41486ff178518af15e8b0","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Red Eye","Tetra","true","69b41486ff178518af15e8b1","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Serpae","Tetra","true","69b41486ff178518af15e8b2","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Black Widow","Tetra","true","69b41486ff178518af15e8b3","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Glow Widow","Tetra","true","69b41486ff178518af15e8b4","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"W.C.","White Cloud","true","69b41486ff178518af15e8b5","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Tiger","Barbs","true","69b41486ff178518af15e8b6","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Green","Barbs","true","69b41486ff178518af15e8b7","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Golden Tiger","Barbs","true","69b41486ff178518af15e8b8","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Rosy","Barbs","true","69b41486ff178518af15e8b9","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Black Ruby","Barbs","true","69b41486ff178518af15e8ba","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Cherry","Barbs","true","69b41486ff178518af15e8bb","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Odessa","Barbs","true","69b41486ff178518af15e8bc","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Boesmani","Rainbow Fish","true","69b41486ff178518af15e8bd","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Dwarf Neon","Rainbow Fish","true","69b41486ff178518af15e8be","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Pacific Blue Eye","Rainbow Fish","true","69b41486ff178518af15e8bf","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Blue","Rainbow Fish","true","69b41486ff178518af15e8c0","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Red","Rainbow Fish","true","69b41486ff178518af15e8c1","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Zebra","Zebrafish","true","69b41486ff178518af15e8c2","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Zebra Glow","Zebrafish","true","69b41486ff178518af15e8c3","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Glow Blue","Zebrafish","true","69b41486ff178518af15e8c4","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Glow Green","Zebrafish","true","69b41486ff178518af15e8c5","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Glow Red","Zebrafish","true","69b41486ff178518af15e8c6","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Glow Pink","Zebrafish","true","69b41486ff178518af15e8c7","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Shrimp","Shrimp","true","69b41486ff178518af15e8c8","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Mix","Scalar","true","69b41486ff178518af15e8c9","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Smoke","Scalar","true","69b41486ff178518af15e8ca","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Zebra","Scalar","true","69b41486ff178518af15e8cb","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Gold","Scalar","true","69b41486ff178518af15e8cc","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Marble","Scalar","true","69b41486ff178518af15e8cd","2026-03-13T13:43:34.344000","2026-03-13T13:43:34.344000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Male Mix","Guppy","true","69b41486ff178518af15e863","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Female Mix","Guppy","true","69b41486ff178518af15e864","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Mix","Guppy","true","69b41486ff178518af15e865","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Tuxedo Red","Guppy","true","69b41486ff178518af15e866","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Half Black","Guppy","true","69b41486ff178518af15e867","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Red Snakeskin","Guppy","true","69b41486ff178518af15e868","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Blue Neon","Guppy","true","69b41486ff178518af15e869","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Green Snakeskin","Guppy","true","69b41486ff178518af15e86a","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Lemon","Guppy","true","69b41486ff178518af15e86b","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Blue Snake Skin","Guppy","true","69b41486ff178518af15e86c","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Flame","Guppy","true","69b41486ff178518af15e86d","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Full Red","Guppy","true","69b41486ff178518af15e86e","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Snakeskin Lemon","Guppy","true","69b41486ff178518af15e86f","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Yellow Neon","Guppy","true","69b41486ff178518af15e870","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"Pink","Guppy","true","69b41486ff178518af15e871","2026-03-13T13:43:34.343000","2026-03-13T13:43:34.343000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
